0,9144.0
1,9144.0
2,9144.0
3,9144.0
4,9144.0
5,9144.0
6,9144.0
7,9144.0
8,9144.0
9,9140.0
10,9140.0
11,9140.0
12,9140.0
13,9140.0
14,9140.0
15,9140.0
16,9140.0
17,9130.0
18,9130.0
19,9130.0
20,9130.0
21,9130.0
22,9120.0
23,9120.0
24,9120.0
25,9120.0
26,9110.0
27,9110.0
28,9110.0
29,9110.0
30,9100.0
31,9100.0
32,9100.0
33,9090.0
34,9090.0
35,9090.0
36,9080.0
37,9080.0
38,9080.0
39,9070.0
40,9070.0
41,9060.0
42,9060.0
43,9060.0
44,9050.0
45,9050.0
46,9040.0
47,9040.0
48,9030.0
49,9030.0
50,9020.0
51,9020.0
52,9010.0
53,9010.0
54,9000.0
55,9000.0
56,8990.0
57,8980.0
58,8980.0
59,8970.0
60,8970.0
61,8960.0
62,8950.0
63,8950.0
64,8940.0
65,8940.0
66,8930.0
67,8920.0
68,8910.0
69,8910.0
70,8900.0
71,8890.0
72,8890.0
73,8880.0
74,8870.0
75,8860.0
76,8860.0
77,8850.0
78,8840.0
79,8830.0
80,8830.0
81,8820.0
82,8810.0
83,8800.0
84,8790.0
85,8780.0
86,8780.0
87,8770.0
88,8760.0
89,8750.0
90,8740.0
91,8730.0
92,8720.0
93,8710.0
94,8700.0
95,8700.0
96,8690.0
97,8680.0
98,8670.0
99,8660.0
100,8650.0
101,8640.0
102,8630.0
103,8620.0
104,8610.0
105,8600.0
106,8590.0
107,8580.0
108,8560.0
109,8550.0
110,8540.0
111,8530.0
112,8520.0
113,8510.0
114,8500.0
115,8490.0
116,8480.0
117,8470.0
118,8450.0
119,8440.0
120,8430.0
121,8420.0
122,8410.0
123,8390.0
124,8380.0
125,8370.0
126,8360.0
127,8350.0
128,8330.0
129,8320.0
130,8310.0
131,8300.0
132,8280.0
133,8270.0
134,8260.0
135,8240.0
136,8230.0
137,8220.0
138,8210.0
139,8190.0
140,8180.0
141,8160.0
142,8150.0
143,8140.0
144,8120.0
145,8110.0
146,8100.0
147,8080.0
148,8070.0
149,8050.0
150,8040.0
151,8020.0
152,8010.0
153,8000.0
154,7980.0
155,7970.0
156,7950.0
157,7940.0
158,7920.0
159,7910.0
160,7890.0
161,7880.0
162,7860.0
163,7850.0
164,7830.0
165,7820.0
166,7800.0
167,7780.0
168,7770.0
169,7750.0
170,7740.0
171,7720.0
172,7700.0
173,7690.0
174,7670.0
175,7660.0
176,7640.0
177,7620.0
178,7610.0
179,7590.0
180,7570.0
181,7560.0
182,7540.0
183,7520.0
184,7510.0
185,7490.0
186,7470.0
187,7460.0
188,7440.0
189,7420.0
190,7400.0
191,7390.0
192,7370.0
193,7350.0
194,7330.0
195,7320.0
196,7300.0
197,7280.0
198,7260.0
199,7240.0
200,7230.0
201,7210.0
202,7190.0
203,7170.0
204,7150.0
205,7140.0
206,7120.0
207,7100.0
208,7080.0
209,7060.0
210,7040.0
211,7020.0
212,7010.0
213,6990.0
214,6970.0
215,6950.0
216,6930.0
217,6910.0
218,6890.0
219,6870.0
220,6850.0
221,6830.0
222,6810.0
223,6800.0
224,6780.0
225,6760.0
226,6740.0
227,6720.0
228,6700.0
229,6680.0
230,6660.0
231,6640.0
232,6620.0
233,6600.0
234,6580.0
235,6560.0
236,6540.0
237,6520.0
238,6500.0
239,6480.0
240,6460.0
241,6440.0
242,6420.0
243,6400.0
244,6370.0
245,6350.0
246,6330.0
247,6310.0
248,6290.0
249,6270.0
250,6250.0
251,6230.0
252,6210.0
253,6190.0
254,6170.0
255,6150.0
256,6130.0
257,6100.0
258,6080.0
259,6060.0
260,6040.0
